,itemID,title,price,itemDetail,itemLink
0,567334843228,安卓大屏导航USB行车记录仪1080P星光高清夜视自带ADAS预警电子狗,89.00 - 258.00,主镜头光圈: F2.0品牌: 影优型号: Y8套餐: 官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型: 中控式影像分辨率: 1080p拍照像素: 1200万摄像像素: 1200万画面视角: 170°运行内存: 2GB镜头数量: 双镜头颜色分类: 黑色屏幕尺寸: 不带屏幕功能: 夜视加强 循环录像 画面畸形修正 移动侦测 WIFI 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 疲劳驾驶提醒 碰撞感应 行人防撞预警 轨道偏移预警 前后录像 前后双镜头上网/语音套餐: 360GB/12个月,https://item.taobao.com/item.htm?id=567334843228
1,566274693634,星光夜视高清usb行车记录仪安卓大屏导航专用记录仪摄像头ADAS,118.00 - 314.00,主镜头光圈: F1.8品牌: 烽途者型号: F8套餐: 官方标配 套餐一 套餐二 套餐三安装类型: 迷你影像分辨率: 1080p拍照像素: 1200万摄像像素: 800万画面视角: 170°运行内存: 无镜头数量: 双镜头颜色分类: 请注意，原厂屏和普通导航不可用 星光夜视锌合金（推荐） 前后双录星光夜视锌合金 前右双录版 1080P星光夜视锌合金屏幕尺寸: 不带屏幕功能: 夜视加强 循环录像 微光夜视加强 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 轨道偏移预警 限速标志提醒 前后录像 前后双镜头上网/语音套餐: 无流量语音套餐,https://item.taobao.com/item.htm?id=566274693634
2,570532850488,新款10寸4G行车记录仪高清夜视双镜头全景汽车导航电子狗ADAS一体,758.00 - 918.00,"CCC证书编号: 主镜头光圈: F2.0品牌: 麦哲龙型号: V10套餐: 官方标配 套餐一 套餐二 套餐三安装类型: 后视镜影像分辨率: 1080p拍照像素: 1200万摄像像素: 1200万画面视角: 170°运行内存: 1GB镜头数量: 双镜头颜色分类: 黑色屏幕尺寸: 10英寸功能: 夜视加强 循环录像 微信查车，智能声控，微信接人，违章查询，FM发射， 微光夜视加强 GPS定位 GPS导航 WIFI 上网 倒车影像 停车监控 前车碰撞预警 前车起步提醒 前车车距侦测 固定测速 流动测速 碰撞感应 蓝牙 轨道偏移预警 前后录像 前后双镜头 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=570532850488
3,560796027345,usb行车记录仪单双镜头高清夜视ADAS安卓大屏1080p电子狗一体车机,184.00 - 329.00,主镜头光圈: F1.8品牌: Subor/小霸王型号: T3套餐: 官方标配安装类型: 迷你机影像分辨率: 1080p拍照像素: 600万摄像像素: 600万画面视角: 170°运行内存: 1GB镜头数量: 双镜头颜色分类: 单录720P 单录720+16G内存卡 前后双录720P 前后双录720P+16G内存卡 单录1080P 单录1080P+16G内存卡屏幕尺寸: 不带屏幕功能: 夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 GPS定位 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 疲劳驾驶提醒 碰撞感应 轨道偏移预警 前后录像 前后双镜头上网/语音套餐: 无流量语音套餐,https://item.taobao.com/item.htm?id=560796027345
4,568150651979,新款行车记录仪流媒体后视镜语音声控智能云镜高清电子狗adas一体,2560.00 - 3560.00,CCC证书编号: 主镜头光圈: F2.0品牌: 路探型号: G10屏幕尺寸: 9.88英寸影像分辨率: 1080p拍照像素: 200万摄像像素: 200万操作系统: 安卓系统核心数: 四核心镜头数量: 前后双镜头颜色分类: 主机一套 主机一套+全国包安装 主机一套+16G内存卡+全国包安装 主机一套+32G内存卡+全国包安装 主机一套+64G内存卡+全国包安装内存容量: 64MB功能: GPS定位 GPS导航 WIFI 上网 倒车影像 停车监控 前车碰撞预警 前车起步提醒 变道辅助 固定测速 开灯提醒 支持蓝牙 画面畸形修正 疲劳驾驶提醒 碰撞感应 行人防撞预警 语音声控 轨道偏移预警 限速标志提醒 GPS 倒车可视摄像 预警系统 来电显示 倒车雷达 蓝牙 FM发射 3D地图地图类型: 凯立德,https://item.taobao.com/item.htm?id=568150651979
5,558385331753,usb行车记录仪ADAS安卓大屏星光夜视高清1080p车载电子狗前后双录,178.00 - 328.00,主镜头光圈: F1.8品牌: Subor/小霸王型号: T5套餐: 官方标配安装类型: 迷你机影像分辨率: 1080p拍照像素: 600万摄像像素: 600万画面视角: 170°运行内存: 无镜头数量: 双镜头颜色分类: 单录720P 单录720P+16G内存卡 前后双录720 前后双录720+16G内存卡 单录1080P 单录1080P+16G内存卡屏幕尺寸: 不带屏幕功能: 夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 疲劳驾驶提醒 碰撞感应 轨道偏移预警 前后录像 前后双镜头上网/语音套餐: 无流量语音套餐,https://item.taobao.com/item.htm?id=558385331753
6,572940460076,usb行车记录仪安卓大屏导航ADAS星光夜视高清专用记录仪摄像头,99.00 - 179.00,主镜头光圈: F2.0品牌: MG/迈古型号: S300套餐: 官方标配安装类型: 迷你影像分辨率: 1080p拍照像素: 500万摄像像素: 1200万画面视角: 170°运行内存: 1GB镜头数量: 单镜头颜色分类: 官方标配 不送内存不送U盘 套餐一 加 送16G抖音U盘 套餐二  加 送16G抖音U盘屏幕尺寸: 不带屏幕功能: 夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 WIFI 倒车影像 停车监控 前车碰撞预警 前车起步提醒 前车车距侦测 固定测速 开灯提醒 流动测速 碰撞感应 轨道偏移预警 限速标志提醒,https://item.taobao.com/item.htm?id=572940460076
7,565160457366,菲星10寸4G全屏流媒体行车记录仪ADAS高清夜视导航电子狗云后视镜,499.00 - 969.00,"CCC证书编号: 主镜头光圈: F2.0品牌: Phisung/菲星型号: E05套餐: 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型: 后视镜影像分辨率: 1080p拍照像素: 1600万摄像像素: 1200万画面视角: 170°运行内存: 1GB镜头数量: 双镜头颜色分类: 黑色屏幕尺寸: 9.88英寸功能: 夜视加强 夜视补光 循环录像 微信查车，智能声控，微信接人，违章查询，FM发射， 微光夜视加强 画面畸形修正 移动侦测 GPS定位 GPS导航 WIFI 上网 倒车影像 停车监控 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 疲劳驾驶提醒 短视频分享 碰撞感应 蓝牙 行人防撞预警 轨道偏移预警 限速标志提醒 手势感应拍照 消除错误码 车牌水印 前后录像 前后双镜头 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=565160457366
8,571418753656,usb行车记录仪安卓大屏专用记录仪摄像头高清星光夜视ADAS电子狗,129.00 - 269.00,主镜头光圈: F1.8品牌: 车仕豪型号: u58套餐: 官方标配 套餐一 套餐二安装类型: 迷你影像分辨率: 1080p拍照像素: 1200万摄像像素: 800万画面视角: 170°运行内存: 无镜头数量: 双镜头颜色分类: 微光夜视单录 微光夜视前后双录 微光夜视单录 WIFI版 微光夜视前后双录 WIFI版屏幕尺寸: 不带屏幕功能: 夜视加强 循环录像 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 前后录像 前后双镜头上网/语音套餐: 无流量语音套餐,https://item.taobao.com/item.htm?id=571418753656
9,573632930842,adas新款隐藏式行车记录仪高清夜视全景单镜头汽车停车监控24小时,339.00 - 639.00,CCC证书编号: 产品名称: SIV Q1主镜头光圈: F1.6品牌: SIV型号: Q1套餐: 官方标配 套餐一 套餐二 套餐三 套餐四安装类型: 迷你机影像分辨率: 1080p拍照像素: 500万摄像像素: 500万画面视角: 170°运行内存: 1GB镜头数量: 单镜头颜色分类: Q1 / 行车记录仪屏幕尺寸: 1.5英寸功能: 夜视加强 循环录像 移动侦测 WIFI 停车监控 前车碰撞预警 短视频分享 碰撞感应 轨道偏移预警,https://item.taobao.com/item.htm?id=573632930842
